,borough,block,lot,cd,ct2010,cb2010,schooldist,council,zipcode,firecomp,policeprct,healtharea,sanitboro,sanitsub,address,zonedist1,bldgclass,landuse,easements,ownertype,ownername,lotarea,bldgarea,comarea,resarea,officearea,retailarea,garagearea,strgearea,factryarea,otherarea,areasource,numbldgs,numfloors,unitsres,unitstotal,lotfront,lotdepth,bldgfront,bldgdepth,ext,proxcode,irrlotcode,lottype,bsmtcode,assessland,assesstot,exempttot,yearbuilt,yearalter1,yearalter2,builtfar,residfar,commfar,facilfar,borocode,bbl,condono,tract2010,xcoord,ycoord,latitude,longitude,zonemap,sanborn,taxmap,GEOID
522,BK,513,44,306,59,2015,15,38,11231,L131,76,4100,3,1D,15 LUQUER STREET,M1-1,C0,2.0,0,,15 LUQUER ST. LLC,1580,3089,0.0,3089.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,4.0,3,3,16.75,93.83,16.75,46.1,,2,Y,5,5,11400,187560,0,2015,0,0,1.96,0.0,1,2.4,3,3005130044,,59,982886,186708,40.67914695,-74.00491766,16a,301 029,30205,36047005900
523,BK,487,1,306,53,1032,15,38,11231,L131,76,4100,3,1D,398 SMITH STREET,M3-1,E1,6.0,0,,"MULERMAN, ALEKSEY",27026,8300,8300.0,0.0,3400.0,0.0,0.0,4900.0,0.0,0.0,2,3,2.0,0,2,200.0,175.0,75.0,60.0,N,0,Y,3,0,304200,683100,0,1931,0,0,0.31,0.0,2,0.0,3,3004870001,,53,984480,184032,40.67180203,-73.99917087,16c,301 036,30204,36047005300
524,BK,562,4,306,53,1022,15,38,11231,L131,76,4100,3,1D,615 CLINTON STREET,R5,Z3,8.0,0,,611 CLINTON INC,16333,6825,6825.0,0.0,0.0,0.0,0.0,0.0,0.0,6825.0,2,1,1.0,0,1,140.0,119.0,66.0,105.0,N,1,Y,5,0,132300,420750,0,1950,0,0,0.42,1.25,0,2.0,3,3005620004,,53,983761,184881,40.67413234,-74.00176287,16a,301 036,30206,36047005300
525,BK,556,141,306,53,2006,15,38,11231,L101,76,4100,3,1D,72 SULLIVAN STREET,R5,A5,1.0,0,,"FERGUSON, ELIOT LYKES",2540,2733,0.0,2733.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,3.0,1,1,25.57,100.0,17.52,52.0,,2,Y,5,2,123600,174540,0,2016,0,0,1.08,1.25,0,2.0,3,3005560141,,53,981084,186123,40.67754079,-74.01141418,16a,301 020,30206,36047005300
526,BK,545,10,306,53,2000,15,38,11231,L101,76,4100,3,1D,149 PIONEER STREET,M2-1,F5,6.0,0,,PIONEER AND KING LLC,13045,25200,25200.0,0.0,0.0,0.0,0.0,0.0,25200.0,0.0,2,1,3.0,0,1,76.67,200.0,80.0,50.0,N,0,Y,5,0,105750,1144350,0,1866,0,0,1.93,0.0,2,0.0,3,3005450010,,53,980883,186728,40.67920131,-74.01213914,16a,301 020,30206,36047005300
527,BK,576,12,306,53,2004,15,38,11231,L101,76,4100,3,1D,79 WOLCOTT STREET,R5,C6,2.0,0,,RED HOOK HOMES APARTMENT CORPORATION,17177,31780,0.0,31780.0,0.0,0.0,0.0,0.0,0.0,0.0,2,6,3.5,20,20,134.0,113.58,124.58,56.98,N,2,Y,5,2,325350,1186200,0,2006,0,0,1.85,1.25,0,2.0,3,3005760012,,53,980785,185800,40.67665412,-74.01249198,16a,301 019,30207,36047005300
528,BK,334,61,306,53,1000,15,39,11231,E202,76,4100,3,2C, HAMILTON AVENUE,M2-1,V9,11.0,0,C,NYC DEPARTMENT OF SMALL BUSINESS SERVICES,1500,0,,,,,,,,,7,0,0.0,0,0,22.0,89.75,0.0,0.0,,0,Y,5,5,81900,81900,81900,0,0,0,0.0,0.0,2,0.0,3,3003340061,,53,982268,189158,40.68587152,-74.00714647,16a,301 006,30202,36047004700
529,BK,586,1,306,53,3000,15,38,11231,L101,76,4100,3,1D, CONOVER STREET,R5,V0,11.0,0,,JEWEL MANAAGEMENT LLC,1519,0,,,,,,,,,7,0,0.0,0,0,20.25,75.0,0.0,0.0,,0,N,3,5,14400,14400,0,0,0,0,0.0,1.25,0,2.0,3,3005860001,,53,980052,185946,40.67705454,-74.01513468,16a,301 019,30207,36047005300
530,BK,526,22,306,59,2034,15,38,11231,L131,76,4100,3,1D,72 NELSON STREET,M1-1,C1,2.0,0,,"SUKHU, DEO",2375,5100,0.0,5100.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,4.0,8,8,25.0,100.0,25.0,50.0,N,0,Y,5,2,4050,434700,0,1920,0,0,2.15,0.0,1,2.4,3,3005260022,,59,983386,186109,40.67750289,-74.00311492,16a,301 029,30205,36047005900
531,BK,530,32,306,59,1007,15,38,11231,L101,76,4100,3,1D,98 RICHARDS STREET,R5,M3,8.0,0,X,RC CH OF THE VISITATI,3900,6720,6720.0,0.0,0.0,0.0,0.0,0.0,0.0,6720.0,2,2,3.0,0,1,39.33,100.33,39.33,45.0,N,0,Y,3,0,45000,326250,326250,1911,0,0,1.72,1.25,0,2.0,3,3005300032,,59,981744,186542,40.67869107,-74.00903488,16a,301 020,30206,36047005900
532,BK,552,17,306,53,1023,15,38,11231,L131,76,4100,3,1D,338 HAMILTON AVENUE,M1-1,S2,4.0,1,,"FICORIA 338 HAMILTON, LLC",1897,3744,1248.0,2496.0,0.0,1248.0,0.0,0.0,0.0,0.0,2,1,3.0,2,3,24.0,79.58,24.0,53.0,N,2,Y,5,2,19200,156240,0,1925,0,0,1.97,0.0,1,2.4,3,3005520017,,53,984025,185052,40.674601700000004,-74.00081114,16c,301 037,30206,36047005300
533,BK,576,6,306,53,2004,15,38,11231,L101,76,4100,3,1D,351 VAN BRUNT STREET,R5,S5,4.0,0,,DTS3 REALTY INC.,2250,5700,1550.0,4150.0,0.0,1550.0,0.0,0.0,0.0,0.0,2,2,4.0,6,7,25.0,90.0,25.0,62.0,N,0,Y,5,2,5400,494550,0,1931,0,0,2.53,1.25,0,2.0,3,3005760006,,53,980661,185924,40.67699442,-74.01293909,16a,301 019,30207,36047005300
534,BK,505,39,306,59,2020,15,38,11231,L101,76,4100,3,1D,340 COLUMBIA STREET,M1-1,T9,7.0,0,X,MTA - BRIDGES AND TUNNELS,37000,60000,60000.0,0.0,25000.0,0.0,0.0,0.0,0.0,35000.0,2,2,1.0,0,1,139.5,265.42,158.0,144.0,E,0,Y,5,0,351450,1560150,1560150,1949,0,0,1.62,0.0,1,2.4,3,3005050039,,59,982720,187137,40.68032443,-74.00551624,16a,301 021,30205,36047005900
535,BK,600,11,306,53,4008,15,38,11231,L101,76,4100,3,1D,1 COFFEY STREET,M1-1,G1,10.0,0,,TALULLA REALTY INC,16111,18500,18500.0,0.0,0.0,0.0,18500.0,0.0,0.0,0.0,2,1,2.0,0,1,143.67,95.0,143.17,100.0,N,0,Y,5,0,130500,753750,0,1962,0,0,1.15,0.0,1,2.4,3,3006000011,,53,981270,184694,40.67361858,-74.01074298,16a,301 023,30207,36047005300
536,BK,495,1,306,53,1035,15,38,11231,L131,76,4100,3,1D,659 SMITH STREET,M3-1,E1,6.0,0,,"CF SMITH, LLC",40000,40000,40000.0,0.0,0.0,0.0,0.0,40000.0,0.0,0.0,2,1,2.0,0,1,238.0,175.0,238.0,165.0,N,0,Y,3,0,342000,790200,0,1931,0,0,1.0,0.0,2,0.0,3,3004950001,,53,984149,183084,40.66919999,-74.00036408,16d,301 035,30204,36047005300
537,BK,512,34,306,59,2016,15,38,11231,L101,76,4100,3,1D,358 COLUMBIA STREET,M1-1,O5,5.0,0,,358 COLUMBIA REALTY CORP,1309,2497,2497.0,0.0,1897.0,600.0,0.0,0.0,0.0,0.0,2,1,3.0,0,1,18.0,72.75,18.0,40.0,E,2,Y,3,2,10350,88200,0,1899,0,0,1.91,0.0,1,2.4,3,3005120034,,59,982727,186941,40.67978645,-74.00549096,16a,301 021,30205,36047005900
538,BK,546,48,306,53,2007,15,38,11231,L101,76,4100,3,1D,110 KING STREET,R5,C0,2.0,0,,HARRIET S ZUCKER,2250,2380,0.0,2380.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,2.0,3,3,25.0,100.0,25.0,38.0,N,1,Y,5,2,17880,67620,1400,1910,0,0,1.06,1.25,0,2.0,3,3005460048,,53,981275,186298,40.6780212,-74.01072566,16a,301 020,30206,36047005300
539,BK,494,1,306,53,1036,15,38,11231,L131,76,4100,3,1D,643 COURT STREET,M3-1,E2,6.0,0,,REDHOOK REALTY CO,60000,5680,5680.0,0.0,0.0,0.0,400.0,5280.0,0.0,0.0,2,2,1.0,0,1,200.0,300.0,46.0,132.0,N,1,Y,1,0,281700,443250,0,1971,0,0,0.09,0.0,2,0.0,3,3004940001,,53,983875,183211,40.66954857,-74.0013518,16b,301 035,30204,36047005300
540,BK,552,24,306,53,1023,15,38,11231,L131,76,4100,3,1D,352 HAMILTON AVENUE,M1-1,G5,7.0,1,,354 HAMILTON LLC,1510,0,,,,,,,,,7,0,0.0,0,0,25.0,50.33,0.0,0.0,N,0,Y,5,0,24300,65250,0,2007,0,0,0.0,0.0,1,2.4,3,3005520024,,53,984104,184907,40.67420371,-74.00052634,16c,301 037,30206,36047005300
541,BK,334,23,306,53,1000,15,39,11231,E202,76,4100,3,2C, SACKETT STREET,M2-1,V1,11.0,0,C,NYC DEPARTMENT OF SMALL BUSINESS SERVICES,4750,0,,,,,,,,,7,0,0.0,0,0,50.0,95.0,0.0,0.0,,0,N,5,5,98550,98550,98550,0,0,0,0.0,0.0,2,0.0,3,3003340023,,53,982687,189081,40.68566026,-74.00563567,16a,301 006,30202,36047005300
542,BK,340,39,306,53,1000,15,39,11231,E202,76,4100,3,2C, PRESIDENT STREET,M2-1,V9,11.0,0,C,PORT AUTHORITY OF NY AND NJ,1600,0,,,,,,,,,7,0,0.0,0,0,20.0,80.0,0.0,0.0,,0,N,5,5,94500,94500,94500,0,0,0,0.0,0.0,2,0.0,3,3003400039,,53,982694,188682,40.6845651,-74.00561034,16a,301 006,30202,36047005300
543,BK,521,6,306,59,2024,15,38,11231,L131,76,4100,3,1D, HICKS STREET,PARK,Q0,9.0,0,C,NYC DEPARTMENT OF PARKS AND RECREATION,200,0,,,,,,,,,7,0,0.0,0,0,1.0,164.0,0.0,0.0,,0,Y,8,5,2250,2250,2250,0,0,0,0.0,0.0,0,0.0,3,3005210006,,59,983204,186398,40.67829611,-74.00377112,16a,301 029,30205,36047005900
544,BK,555,124,306,53,2001,15,38,11231,L101,76,4100,3,1D, VAN BRUNT STREET,R5,V1,11.0,0,,"KING STREET OWNER, L.L.C.",42500,5955,,,,,,,,,2,0,0.0,0,0,100.0,300.0,25.0,98.0,N,0,Y,4,5,85950,85950,0,1925,0,0,0.14,1.25,0,2.0,3,3005550124,,53,980885,186484,40.67853158,-74.01213179999999,16a,3,3,36047005300
545,BK,513,5,306,59,2015,15,38,11231,L131,76,4100,3,1D,369 COLUMBIA STREET,M1-1,S5,4.0,0,,"VICTORY LEASING AND HOLDINGS,INC",2500,3375,1125.0,2250.0,0.0,1125.0,0.0,0.0,0.0,0.0,2,1,3.0,6,7,25.0,100.0,25.0,48.0,N,2,Y,5,2,3600,294300,0,1920,0,0,1.35,0.0,1,2.4,3,3005130005,,59,982835,186799,40.67939671,-74.00510155,16a,301 029,30205,36047005900
546,BK,624,1,306,53,1035,15,38,11231,L131,76,4100,3,1D,730 COURT STREET,M3-1,F8,6.0,0,,"BUCKEYE TERMINALS, LLC",138950,10357,10357.0,0.0,1600.0,0.0,0.0,0.0,8757.0,0.0,2,3,2.0,0,3,470.0,260.0,16.0,32.0,N,0,Y,3,0,708750,1519200,0,1934,0,0,0.07,0.0,2,0.0,3,3006240001,,53,983381,182661,40.6680389,-74.00313251,16b,301 026,30207,36047005300
547,BK,623,62,306,53,1035,15,38,11231,L131,76,4100,3,1D,728 COURT STREET,M3-1,F8,6.0,0,,"BUCKEYE TERMINALS, LLC",48750,12636,12636.0,0.0,0.0,0.0,0.0,0.0,12636.0,0.0,2,1,1.0,0,1,220.0,250.0,60.0,40.0,N,0,Y,3,0,219600,561600,0,1930,0,0,0.26,0.0,2,0.0,3,3006230062,,53,983119,182918,40.66874428,-74.00407699,16b,301 026,30207,36047005300
548,BK,598,4,306,53,3005,15,38,11231,L101,76,4100,3,1D, VAN BRUNT STREET,M1-1,V1,11.0,0,,397 VAN BRUNT INC.,1800,0,,,,,,,,,7,1,0.0,0,0,20.0,90.0,0.0,0.0,,0,N,5,5,76500,76500,0,0,0,0,0.0,0.0,1,2.4,3,3005980004,,53,980268,185487,40.67579479,-74.01435568,16a,301 019,30207,36047005300
549,BK,574,1,306,53,1010,15,38,11231,L101,76,4100,3,1D,63 FERRIS STREET,M2-1,G2,7.0,0,,RED HOOK JV LLC,67500,23640,23640.0,0.0,0.0,0.0,23640.0,0.0,0.0,0.0,2,2,1.0,0,1,200.0,400.0,222.0,78.0,N,1,Y,3,0,390600,925200,0,1920,0,0,0.35,0.0,2,0.0,3,3005740001,,53,979980,186496,40.67856413,-74.0153946,16a,301 002,30207,36047005300
550,BK,546,45,306,53,2007,15,38,11231,L101,76,4100,3,1D,98 KING STREET,R5,C1,2.0,0,,"IMMEL, CHRIS",4100,2930,0.0,2930.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,2.0,7,7,25.0,100.0,25.0,35.0,N,0,Y,5,2,3600,237600,0,1931,0,0,0.71,1.25,0,2.0,3,3005460045,,53,981382,186276,40.67796085,-74.01033989,16a,301 020,30206,36047005300
551,BK,518,28,306,59,1001,15,38,11231,L101,76,4100,3,1D,64 RICHARDS STREET,M1-1,F5,6.0,0,,54 RICHARDS STREET,15447,13814,13814.0,0.0,0.0,0.0,0.0,0.0,13814.0,0.0,2,1,3.0,0,3,78.5,175.0,78.0,111.0,N,2,Y,3,0,125100,360450,0,1910,0,0,0.89,0.0,1,2.4,3,3005180028,,59,982075,186975,40.67987964,-74.00784167,16a,301 021,30205,36047005900
552,BK,534,5,306,59,2032,15,38,11231,L131,76,4100,3,1D,431 COLUMBIA STREET,R5,S2,4.0,0,,XLM FAMILY HOLDINGS LLC,1670,2400,792.0,1608.0,0.0,792.0,0.0,0.0,0.0,0.0,2,1,3.0,2,3,20.0,83.5,20.0,40.0,N,0,N,5,0,6600,21420,0,1921,0,0,1.44,1.25,0,2.0,3,3005340005,,59,982563,186077,40.67741494,-74.00608202,16a,301 029,30206,36047005900
553,BK,534,6,306,59,2032,15,38,11231,L131,76,4100,3,1D,429 COLUMBIA STREET,R5,S2,4.0,0,,XLM FAMILY HOLDING LLC,1670,2045,675.0,1370.0,0.0,675.0,0.0,0.0,0.0,0.0,2,1,3.0,2,3,20.0,83.5,20.0,32.0,N,0,N,5,0,5640,18300,0,1921,0,0,1.22,1.25,0,2.0,3,3005340006,,59,982570,186096,40.67746709,-74.00605679,16a,301 029,30206,36047005900
554,BK,555,104,306,53,2001,15,38,11231,L101,76,4100,3,1D,139 CONOVER STREET,M2-1,V1,11.0,0,,"KING STREET OWNER, L.L.C.",42500,5955,,,,,,,,,2,1,0.0,0,0,100.0,300.0,25.0,98.0,N,0,Y,0,5,283500,283500,0,1925,0,0,0.14,0.0,2,0.0,3,3005550104,,53,980692,186611,40.67888009,-74.01282769,16a,3,3,36047005300
555,BK,576,10,306,53,2004,15,38,11231,L101,76,4100,3,1D,87 WOLCOTT STREET,R5,D7,4.0,0,,YU YUAN GROUP INC.,5875,15944,8803.0,7141.0,275.0,3585.0,4943.0,0.0,0.0,0.0,2,2,4.0,9,11,50.0,113.58,50.0,94.0,,1,Y,5,2,317250,1205100,0,2015,0,0,2.71,1.25,0,2.0,3,3005760010,,53,980719,185882,40.67687917,-74.01272997,16a,301 019,30207,36047005300
556,BK,603,37,306,53,3002,15,38,11231,L101,76,4100,3,1D,166 BEARD STREET,M1-1/R5,A4,1.0,0,,"RIVERA , MARIA",3539,4188,0.0,4188.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,3.0,1,1,38.0,100.0,38.0,65.0,N,3,Y,0,5,8100,110700,0,2009,0,0,1.18,1.25,1,2.0,3,3006030037,,53,979821,185505,40.67584398,-74.01596719,16a,301 019,30207,36047005300
557,BK,575,23,306,53,2003,15,38,11231,L101,76,4100,3,1D,376 VAN BRUNT STREET,R5,S2,4.0,0,,376 VAN LLC,2250,3000,1000.0,2000.0,0.0,1000.0,0.0,0.0,0.0,0.0,2,1,3.0,2,3,25.0,90.0,25.0,40.0,E,3,N,5,4,18840,121740,0,1931,0,0,1.33,1.25,0,2.0,3,3005750023,,53,980527,186011,40.67723316,-74.01342224,16a,301 019,30207,36047005300
558,BK,536,21,306,59,2030,15,38,11231,L131,76,4100,3,1D,294 HAMILTON AVENUE,R5,F5,6.0,0,,286 HAMILTON AVE HOLDING LLC,7125,6400,6400.0,0.0,2800.0,0.0,0.0,0.0,3600.0,0.0,2,1,1.0,0,2,139.83,47.92,139.83,47.0,N,3,Y,3,0,72000,631350,0,1931,0,0,0.9,1.25,0,2.0,3,3005360021,,59,983697,185634,40.67619915,-74.00199366,16a,301 029,30206,36047005900
559,BK,526,31,306,59,2034,15,38,11231,L131,76,4100,3,1D,696 HENRY STREET,M1-1,E1,6.0,0,,TABIJO REALTY LLC,23650,28627,28627.0,0.0,7125.0,0.0,0.0,21502.0,0.0,0.0,2,1,2.0,0,4,75.0,249.83,100.0,246.0,N,3,Y,3,0,239400,1814400,0,1985,0,0,1.21,0.0,1,2.4,3,3005260031,,59,983317,186022,40.67726409,-74.00336367,16a,301 029,30205,36047005900
560,BK,621,34,306,53,1044,15,38,11231,L131,76,4100,3,1D,702 COURT STREET,M3-1,E1,6.0,0,,688 COURT STREET LLC,18750,15000,15000.0,0.0,15000.0,0.0,0.0,0.0,0.0,0.0,2,1,1.0,0,1,125.0,150.0,100.0,150.0,N,1,Y,3,0,234000,764550,0,1920,0,0,0.8,0.0,2,0.0,3,3006210034,,53,983574,183253,40.66966383,-74.00243685,16b,301 035,30207,36047005300
561,BK,599,18,306,53,4005,15,38,11231,L101,76,4100,3,1D,31 COFFEY STREET,M1-1,F5,6.0,0,,"31 COFFEY STREET, LLC",7850,7850,7850.0,0.0,0.0,0.0,0.0,0.0,7850.0,0.0,2,1,1.0,0,1,62.5,100.0,62.0,100.0,N,3,Y,5,0,30600,370800,0,1931,0,0,1.0,0.0,1,2.4,3,3005990018,,53,981017,184917,40.67423057,-74.01165515,16a,301 023,30207,36047005300
562,BK,610,9,306,53,3003,15,38,11231,L101,76,4100,3,1D,243 CONOVER STREET,M1-1/R5,F5,6.0,0,,NECHANAH & REFAEL LLC,8400,11600,11600.0,0.0,0.0,0.0,0.0,0.0,11600.0,0.0,2,1,3.0,0,1,80.0,100.0,80.0,100.0,E,3,Y,3,0,67950,434700,0,1931,0,0,1.38,1.25,1,2.0,3,3006100009,,53,979643,185466,40.67573684,-74.01660888,16a,301 011,30207,36047005300
563,BK,511,14,306,59,2017,15,38,11231,L101,76,4100,3,1D,59 SEABRING STREET,M1-1,E1,6.0,0,,FELDMAN FAMILY PARTNERS L.P.,10000,10000,10000.0,0.0,0.0,0.0,0.0,0.0,10000.0,0.0,2,1,1.0,0,1,50.0,200.0,50.0,200.0,N,0,N,5,0,101250,455400,0,1931,0,0,1.0,0.0,1,2.4,3,3005110014,,59,982152,187334,40.68086503,-74.00756417,16a,301 021,30205,36047005900
564,BK,552,5,306,53,1023,15,38,11231,L131,76,4100,3,1D,595 CLINTON STREET,R5,I5,8.0,0,X,NYC ADMINISTRATION FOR CHILDRENS SERVICES,14000,23000,23000.0,0.0,23000.0,0.0,0.0,0.0,0.0,0.0,2,1,2.0,0,2,100.0,140.0,98.0,140.0,N,2,N,3,0,202500,3025350,3025350,1971,1989,0,1.64,1.25,0,2.0,3,3005520005,,53,983864,185130,40.67481579,-74.00139156,16a,301 037,30206,36047005300
565,BK,597,17,306,53,3001,15,38,11231,L101,76,4100,3,1D,127 COFFEY STREET,R5,C3,2.0,0,,BORELLA INC,2500,4542,0.0,4542.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,4.0,4,4,25.0,100.0,25.0,45.42,N,3,N,5,5,100350,387000,0,1931,2005,0,1.82,1.25,0,2.0,3,3005970017,,53,980123,185723,40.67644249,-74.01487857,16a,301 019,30207,36047005300
566,BK,598,22,306,53,3005,15,38,11231,L101,76,4100,3,1D,81 COFFEY STREET,M1-1,V1,11.0,0,,40 TIFFANY CORP,6000,0,,,,,,,,,7,1,0.0,0,0,60.0,100.0,0.0,0.0,,0,N,5,5,106650,106650,0,0,0,0,0.0,0.0,1,2.4,3,3005980022,,53,980558,185335,40.67537771,-74.01331011,16a,301 019,30207,36047005300
567,BK,612,99,306,53,1015,15,38,11231,L101,76,4100,3,1D,640 COLUMBIA STREET,M3-1,V1,11.0,0,,640 COLUMBIA OWNER LLC,176041,0,,,,,,,,,7,2,0.0,0,0,660.0,300.0,0.0,0.0,,0,Y,5,5,3194100,3194100,0,0,0,0,0.0,0.0,2,0.0,3,3006120099,,53,981618,183740,40.67100017,-74.00948805,16b,301 014,30207,36047005300
568,BK,577,23,306,53,4003,15,38,11231,L101,76,4100,3,1D,19 WOLCOTT STREET,R5,V0,11.0,0,,"BUILDFORCE, LLC",2000,0,,,,,,,,,7,0,0.0,0,0,20.0,100.0,0.0,0.0,,0,N,5,5,21540,21540,0,0,0,0,0.0,1.25,0,2.0,3,3005770023,,53,981287,185383,40.67550973,-74.01068199,16a,301 024,30207,36047005300
569,BK,575,2,306,53,2003,15,38,11231,L101,76,4100,3,1D,181 CONOVER STREET,R5,C3,2.0,0,,"PAUL, TOM",1960,3411,0.0,3411.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,3.0,4,4,24.5,80.0,24.5,45.0,N,0,N,5,5,92700,291600,0,1931,0,0,1.74,1.25,0,2.0,3,3005750002,,53,980247,186160,40.67764201,-74.01443179,16a,301 019,30207,36047005300
570,BK,555,23,306,53,2001,15,38,11231,L101,76,4100,3,1D,346 VAN BRUNT STREET,R5,B2,1.0,0,,"ELWELL, BRIGGS",2250,2850,0.0,2850.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,3.0,2,2,25.0,90.0,25.0,38.0,,2,N,5,5,39000,168900,0,2015,0,0,1.27,1.25,0,2.0,3,3005550023,,53,980856,186380,40.67824612,-74.01223631,16a,301 020,30206,36047005300
571,BK,596,1,306,53,1013,15,38,11231,L101,76,4100,3,1D,157 COFFEY STREET,M1-1,E1,6.0,0,,COFFEY STREET AMIGOS LLC,6667,13000,13000.0,0.0,0.0,0.0,0.0,0.0,13000.0,0.0,2,1,1.0,0,1,67.0,100.0,67.0,100.0,N,3,N,3,0,54000,412200,0,1925,0,0,1.95,0.0,1,2.4,3,3005960001,,53,979877,185944,40.67704897,-74.01576559,16a,301 002,30207,36047005300
572,BK,624,100,306,53,1035,15,38,11231,L131,76,4100,3,1D, GOWANUS CANAL,M3-1,V1,11.0,0,,"BUCKEYE TERMINALS, LLC",3300,0,,,,,,,,,7,0,0.0,0,0,213.0,15.0,0.0,0.0,,0,Y,5,5,4050,4050,0,0,0,0,0.0,0.0,2,0.0,3,3006240100,,53,983268,182428,40.66739936,-74.0035398,16b,301 026,30207,36047005300
573,BK,531,9,306,59,1009,15,38,11231,L101,76,4100,3,1D,273 VAN BRUNT STREET,R5,C0,2.0,0,,"CUOMO, OLIVIA",1225,1836,0.0,1836.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,3.0,3,3,17.5,70.0,17.5,35.0,N,3,N,5,5,13500,118020,0,1925,0,0,1.5,1.25,0,2.0,3,3005310009,,59,981357,186718,40.67917403,-74.01043021,16a,301 020,30206,36047005900
574,BK,520,26,306,59,2025,15,38,11231,L131,76,4100,3,1D,712 HICKS STREET,M1-1,F5,6.0,0,,"700 HICKS REALTY, LLC",26611,32190,32190.0,0.0,0.0,0.0,0.0,0.0,32190.0,0.0,2,1,2.0,0,1,133.17,238.25,198.0,100.0,N,0,Y,3,0,269550,1500300,0,1929,0,0,1.21,0.0,1,2.4,3,3005200026,,59,982997,186413,40.67833726,-74.00451742,16a,301 029,30205,36047005900
575,BK,520,11,306,59,2025,15,38,11231,L131,76,4100,3,1D,14 LUQUER STREET,M1-1,C2,2.0,0,,"SONNENBROT, CLIFF",3000,5210,0.0,5210.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,3.0,6,6,30.0,100.0,30.0,52.0,N,2,N,5,5,5400,445950,0,1920,2004,0,1.74,0.0,1,2.4,3,3005200011,,59,982827,186577,40.67878737,-74.00513035,16a,301 029,30205,36047005900
576,BK,526,23,306,59,2034,15,38,11231,L131,76,4100,3,1D,74 NELSON STREET,M1-1,C1,2.0,0,,"FILAKOURIS, ANTONIOS",1875,5100,0.0,5100.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,4.0,8,8,25.0,75.0,25.0,52.0,N,2,N,5,2,4050,434700,0,1931,1988,0,2.72,0.0,1,2.4,3,3005260023,,59,983414,186110,40.67750564,-74.00301398,16a,301 029,30205,36047005900
577,BK,534,13,306,59,2032,15,38,11231,L131,76,4100,3,1D,12 HUNTINGTON STREET,R5,B9,1.0,0,,"HUNTER, ADAM",2000,1600,0.0,1600.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,2.0,2,2,20.0,100.0,20.0,40.0,N,3,N,5,2,16680,115860,1400,1901,0,0,0.8,1.25,0,2.0,3,3005340013,,59,982653,186109,40.67750279,-74.00575756,16a,301 029,30206,36047005900
578,BK,536,5,306,59,2030,15,38,11231,L131,76,4100,3,1D,715 HENRY STREET,R5,C1,2.0,0,X,TURNING POINT RED HOOK HDFC,1836,5000,0.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,4.0,16,16,25.5,72.0,25.0,50.0,N,3,N,5,2,49500,252900,252900,1910,1995,0,2.72,1.25,0,2.0,3,3005360005,,59,983463,185744,40.67650106,-74.00283728,16a,301 029,30206,36047005900
579,BK,517,22,306,59,1000,15,38,11231,L101,76,4100,3,1D,228 VAN BRUNT STREET,M2-1,S2,4.0,0,,228 VB LLC,971,2677,723.0,1954.0,0.0,723.0,0.0,0.0,0.0,0.0,2,1,3.0,2,3,17.5,55.5,17.5,42.0,E,0,N,3,2,6600,21420,0,1921,0,0,2.76,0.0,2,0.0,3,3005170022,,59,981807,187415,40.68108727,-74.00880806,16a,301 021,30205,36047005900
580,BK,596,48,306,53,1013,15,38,11231,L101,76,4100,3,1D,159 COFFEY STREET,M1-1,B9,1.0,0,,"SELIG, DAVID F",1667,1792,0.0,1152.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,2.0,2,2,16.67,100.0,16.67,40.0,N,2,N,5,1,17820,108360,0,1899,0,0,1.07,0.0,1,2.4,3,3005960048,,53,979797,186017,40.67724929,-74.01605405,16a,301 002,30207,36047005300
581,BK,596,49,306,53,1013,15,38,11231,L101,76,4100,3,1D,153 COFFEY STREET,M1-1,E1,6.0,0,,"282 WEST 4TH STREET, LLC",6700,6000,6000.0,0.0,0.0,0.0,0.0,6000.0,0.0,0.0,2,1,1.0,0,1,67.0,100.0,67.0,100.0,N,3,N,5,0,54450,205200,0,1931,0,0,0.9,0.0,1,2.4,3,3005960049,,53,979828,185989,40.67717246,-74.01594227,16a,301 002,30207,36047005300
582,BK,556,142,306,53,2006,15,38,11231,L101,76,4100,3,1D,74 SULLIVAN STREET,R5,A5,1.0,0,,"SULLIVAN, PATRICK",1752,2733,0.0,2733.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,3.0,1,1,17.52,100.0,17.52,52.0,,3,N,5,2,85200,138360,0,2016,0,0,1.56,1.25,0,2.0,3,3005560142,,53,981068,186138,40.67758196,-74.01147187,16a,301 020,30206,36047005300
